	chr	start	end	gene_id
ENSG00000168843	4	162164003	162164004	ENSG00000168843
ENSG00000251253	4	162322187	162322188	ENSG00000251253
ENSG00000248396	4	162521681	162521682	ENSG00000248396
ENSG00000248431	4	162740667	162740668	ENSG00000248431
ENSG00000251123	4	162984794	162984795	ENSG00000251123
ENSG00000283468	4	163093627	163093628	ENSG00000283468
ENSG00000250027	4	163108784	163108785	ENSG00000250027
ENSG00000145414	4	163166889	163166890	ENSG00000145414
ENSG00000250547	4	163266582	163266583	ENSG00000250547
ENSG00000164129	4	163343891	163343892	ENSG00000164129
ENSG00000164128	4	163344831	163344832	ENSG00000164128
ENSG00000227283	4	163382178	163382179	ENSG00000227283
ENSG00000151005	4	163473745	163473746	ENSG00000151005
ENSG00000198498	4	163494441	163494442	ENSG00000198498
ENSG00000273449	4	163529770	163529771	ENSG00000273449
ENSG00000253001	4	163829112	163829113	ENSG00000253001
ENSG00000177803	4	163932525	163932526	ENSG00000177803
ENSG00000250746	4	164188310	164188311	ENSG00000250746
ENSG00000248546	4	164197710	164197711	ENSG00000248546
ENSG00000145416	4	164384049	164384050	ENSG00000145416
ENSG00000251162	4	164597718	164597719	ENSG00000251162
ENSG00000223037	4	164620731	164620732	ENSG00000223037
ENSG00000248162	4	164725309	164725310	ENSG00000248162
ENSG00000248771	4	164754063	164754064	ENSG00000248771
ENSG00000201050	4	164787289	164787290	ENSG00000201050
ENSG00000248329	4	164877177	164877178	ENSG00000248329
ENSG00000250227	4	164915564	164915565	ENSG00000250227
ENSG00000285563	4	164920893	164920894	ENSG00000285563
ENSG00000244146	4	164921062	164921063	ENSG00000244146
ENSG00000221891	4	164929950	164929951	ENSG00000221891
ENSG00000270960	4	164933505	164933506	ENSG00000270960
ENSG00000248645	4	164939989	164939990	ENSG00000248645
ENSG00000121089	4	164943289	164943290	ENSG00000121089
ENSG00000236941	4	164948078	164948079	ENSG00000236941
ENSG00000250486	4	164956947	164956948	ENSG00000250486
ENSG00000183439	4	164977667	164977668	ENSG00000183439
ENSG00000248229	4	164987264	164987265	ENSG00000248229
ENSG00000250887	4	165007958	165007959	ENSG00000250887
ENSG00000250712	4	165010458	165010459	ENSG00000250712
ENSG00000240674	4	165012844	165012845	ENSG00000240674
ENSG00000176979	4	165016457	165016458	ENSG00000176979
ENSG00000276623	4	165016886	165016887	ENSG00000276623
ENSG00000250430	4	165026943	165026944	ENSG00000250430
ENSG00000249617	4	165045968	165045969	ENSG00000249617
ENSG00000250374	4	165053863	165053864	ENSG00000250374
ENSG00000109466	4	165207560	165207561	ENSG00000109466
ENSG00000170088	4	165208548	165208549	ENSG00000170088
ENSG00000200974	4	165252579	165252580	ENSG00000200974
ENSG00000229894	4	165279678	165279679	ENSG00000229894
ENSG00000052802	4	165327666	165327667	ENSG00000052802
ENSG00000109472	4	165361193	165361194	ENSG00000109472
ENSG00000207559	4	165386241	165386242	ENSG00000207559
ENSG00000251596	4	165406349	165406350	ENSG00000251596
ENSG00000248287	4	165517500	165517501	ENSG00000248287
ENSG00000248327	4	165551059	165551060	ENSG00000248327
ENSG00000250725	4	165664349	165664350	ENSG00000250725
ENSG00000249500	4	165684638	165684639	ENSG00000249500
ENSG00000038295	4	165873236	165873237	ENSG00000038295
ENSG00000252959	4	166053286	166053287	ENSG00000252959
ENSG00000206711	4	166313033	166313034	ENSG00000206711
ENSG00000249675	4	166526118	166526119	ENSG00000249675
ENSG00000212373	4	166918477	166918478	ENSG00000212373
ENSG00000196104	4	167234795	167234796	ENSG00000196104
ENSG00000250150	4	167308788	167308789	ENSG00000250150
ENSG00000240772	4	167400761	167400762	ENSG00000240772
ENSG00000248913	4	167648429	167648430	ENSG00000248913
ENSG00000222721	4	167662985	167662986	ENSG00000222721
ENSG00000270336	4	167742286	167742287	ENSG00000270336
ENSG00000109511	4	168092514	168092515	ENSG00000109511
ENSG00000248601	4	168113330	168113331	ENSG00000248601
ENSG00000137628	4	168318803	168318804	ENSG00000137628
ENSG00000207171	4	168471408	168471409	ENSG00000207171
ENSG00000129116	4	168497051	168497052	ENSG00000129116
ENSG00000181381	4	168537785	168537786	ENSG00000181381
ENSG00000229226	4	168598756	168598757	ENSG00000229226
ENSG00000249623	4	168648586	168648587	ENSG00000249623
ENSG00000206613	4	168686715	168686716	ENSG00000206613
ENSG00000214676	4	168755815	168755816	ENSG00000214676
ENSG00000249609	4	168832936	168832937	ENSG00000249609
ENSG00000279384	4	168843987	168843988	ENSG00000279384
ENSG00000201176	4	168885354	168885355	ENSG00000201176
ENSG00000201818	4	169005248	169005249	ENSG00000201818
ENSG00000145439	4	169010274	169010275	ENSG00000145439
ENSG00000251445	4	169010429	169010430	ENSG00000251445
ENSG00000214671	4	169166271	169166272	ENSG00000214671
ENSG00000251171	4	169201793	169201794	ENSG00000251171
ENSG00000154447	4	169270955	169270956	ENSG00000154447
ENSG00000137601	4	169612628	169612629	ENSG00000137601
ENSG00000109572	4	169612632	169612633	ENSG00000109572
ENSG00000056050	4	169757943	169757944	ENSG00000056050
ENSG00000229204	4	169791701	169791702	ENSG00000229204
ENSG00000248625	4	169832652	169832653	ENSG00000248625
ENSG00000251200	4	169945980	169945981	ENSG00000251200
ENSG00000248319	4	169975901	169975902	ENSG00000248319
ENSG00000249955	4	169981746	169981747	ENSG00000249955
ENSG00000198948	4	170033030	170033031	ENSG00000198948
ENSG00000109576	4	170091698	170091699	ENSG00000109576
ENSG00000248822	4	170099817	170099818	ENSG00000248822
ENSG00000248739	4	170142531	170142532	ENSG00000248739
ENSG00000250266	4	170273918	170273919	ENSG00000250266
ENSG00000251061	4	170343088	170343089	ENSG00000251061
ENSG00000250082	4	170482194	170482195	ENSG00000250082
ENSG00000181359	4	170605449	170605450	ENSG00000181359
ENSG00000250968	4	170743717	170743718	ENSG00000250968
ENSG00000249943	4	170814547	170814548	ENSG00000249943
ENSG00000251961	4	170891466	170891467	ENSG00000251961
ENSG00000248872	4	171040601	171040602	ENSG00000248872
ENSG00000249525	4	171113788	171113789	ENSG00000249525
ENSG00000248755	4	171169941	171169942	ENSG00000248755
ENSG00000278502	4	171186183	171186184	ENSG00000278502
ENSG00000248339	4	171298266	171298267	ENSG00000248339
ENSG00000251176	4	171564266	171564267	ENSG00000251176
ENSG00000249297	4	171638762	171638763	ENSG00000249297
ENSG00000174473	4	171812253	171812254	ENSG00000174473
ENSG00000248637	4	172380486	172380487	ENSG00000248637
ENSG00000241652	4	173141642	173141643	ENSG00000241652
ENSG00000109586	4	173168810	173168811	ENSG00000109586
ENSG00000245213	4	173169651	173169652	ENSG00000245213
ENSG00000221296	4	173268159	173268160	ENSG00000221296
ENSG00000248774	4	173329693	173329694	ENSG00000248774
ENSG00000164104	4	173335124	173335125	ENSG00000164104
ENSG00000164105	4	173369968	173369969	ENSG00000164105
ENSG00000272870	4	173370445	173370446	ENSG00000272870
ENSG00000164106	4	173406379	173406380	ENSG00000164106
ENSG00000242882	4	173420136	173420137	ENSG00000242882
ENSG00000286226	4	173445032	173445033	ENSG00000286226
ENSG00000252898	4	173446703	173446704	ENSG00000252898
ENSG00000261646	4	173470040	173470041	ENSG00000261646
ENSG00000286039	4	173509632	173509633	ENSG00000286039
ENSG00000237125	4	173527269	173527270	ENSG00000237125
ENSG00000164107	4	173530228	173530229	ENSG00000164107
ENSG00000234801	4	173616905	173616906	ENSG00000234801
ENSG00000213370	4	173634370	173634371	ENSG00000213370
ENSG00000250708	4	173897251	173897252	ENSG00000250708
ENSG00000250043	4	173913251	173913252	ENSG00000250043
ENSG00000251216	4	173990860	173990861	ENSG00000251216
ENSG00000250957	4	174154636	174154637	ENSG00000250957
ENSG00000251213	4	174168912	174168913	ENSG00000251213
ENSG00000248174	4	174220397	174220398	ENSG00000248174
ENSG00000164118	4	174283729	174283730	ENSG00000164118
ENSG00000164117	4	174284263	174284264	ENSG00000164117
ENSG00000249875	4	174376444	174376445	ENSG00000249875
ENSG00000265846	4	174423794	174423795	ENSG00000265846
ENSG00000164120	4	174523153	174523154	ENSG00000164120
ENSG00000251584	4	174536639	174536640	ENSG00000251584
ENSG00000250596	4	174540343	174540344	ENSG00000250596
ENSG00000145451	4	174829246	174829247	ENSG00000145451
ENSG00000168594	4	174829667	174829668	ENSG00000168594
ENSG00000250200	4	174924037	174924038	ENSG00000250200
ENSG00000250431	4	174979380	174979381	ENSG00000250431
ENSG00000249411	4	175017015	175017016	ENSG00000249411
ENSG00000249284	4	175286604	175286605	ENSG00000249284
ENSG00000248551	4	175403109	175403110	ENSG00000248551
ENSG00000249945	4	175466696	175466697	ENSG00000249945
ENSG00000251174	4	175494613	175494614	ENSG00000251174
ENSG00000248574	4	175574867	175574868	ENSG00000248574
ENSG00000249106	4	175790306	175790307	ENSG00000249106
ENSG00000248249	4	175962060	175962061	ENSG00000248249
ENSG00000150625	4	176002663	176002664	ENSG00000150625
ENSG00000250372	4	176014416	176014417	ENSG00000250372
ENSG00000150627	4	176065833	176065834	ENSG00000150627
ENSG00000201516	4	176098162	176098163	ENSG00000201516
ENSG00000150628	4	176195670	176195671	ENSG00000150628
ENSG00000164122	4	176277570	176277571	ENSG00000164122
ENSG00000129128	4	176319965	176319966	ENSG00000129128
ENSG00000248980	4	176320457	176320458	ENSG00000248980
ENSG00000248480	4	176633230	176633231	ENSG00000248480
ENSG00000248388	4	176669620	176669621	ENSG00000248388
ENSG00000150630	4	176792921	176792922	ENSG00000150630
ENSG00000249458	4	176875456	176875457	ENSG00000249458
ENSG00000250263	4	176875701	176875702	ENSG00000250263
ENSG00000222859	4	177181441	177181442	ENSG00000222859
ENSG00000249008	4	177248772	177248773	ENSG00000249008
ENSG00000109674	4	177309873	177309874	ENSG00000109674
ENSG00000249084	4	177357031	177357032	ENSG00000249084
ENSG00000038002	4	177442436	177442437	ENSG00000038002
ENSG00000250131	4	177444978	177444979	ENSG00000250131
ENSG00000285574	4	177457227	177457228	ENSG00000285574
ENSG00000201931	4	177457227	177457228	ENSG00000201931
ENSG00000251416	4	177691067	177691068	ENSG00000251416
ENSG00000231171	4	177728756	177728757	ENSG00000231171
ENSG00000251504	4	177907935	177907936	ENSG00000251504
ENSG00000253000	4	178116860	178116861	ENSG00000253000
ENSG00000241877	4	178286694	178286695	ENSG00000241877
ENSG00000201727	4	178406694	178406695	ENSG00000201727
ENSG00000212191	4	178685955	178685956	ENSG00000212191
ENSG00000250839	4	179069436	179069437	ENSG00000250839
ENSG00000250993	4	179465304	179465305	ENSG00000250993
ENSG00000248921	4	179856852	179856853	ENSG00000248921
ENSG00000251025	4	180574026	180574027	ENSG00000251025
ENSG00000249883	4	180759037	180759038	ENSG00000249883
ENSG00000248197	4	181159148	181159149	ENSG00000248197
ENSG00000248770	4	181237563	181237564	ENSG00000248770
ENSG00000249460	4	181265028	181265029	ENSG00000249460
ENSG00000225356	4	181522665	181522666	ENSG00000225356
ENSG00000251336	4	181829972	181829973	ENSG00000251336
ENSG00000251742	4	181835107	181835108	ENSG00000251742
ENSG00000251433	4	181906466	181906467	ENSG00000251433
ENSG00000218336	4	182143986	182143987	ENSG00000218336
ENSG00000248266	4	182144851	182144852	ENSG00000248266
ENSG00000177822	4	182145248	182145249	ENSG00000177822
ENSG00000221227	4	182169292	182169293	ENSG00000221227
ENSG00000252343	4	182548658	182548659	ENSG00000252343
ENSG00000251714	4	182631687	182631688	ENSG00000251714
ENSG00000248816	4	182708041	182708042	ENSG00000248816
ENSG00000248694	4	182773930	182773931	ENSG00000248694
ENSG00000286119	4	182828099	182828100	ENSG00000286119
ENSG00000272646	4	182882202	182882203	ENSG00000272646
ENSG00000129187	4	182917935	182917936	ENSG00000129187
ENSG00000250636	4	183029719	183029720	ENSG00000250636
ENSG00000230219	4	183037664	183037665	ENSG00000230219
ENSG00000273180	4	183076032	183076033	ENSG00000273180
ENSG00000272784	4	183095055	183095056	ENSG00000272784
ENSG00000251359	4	183099198	183099199	ENSG00000251359
ENSG00000151718	4	183099256	183099257	ENSG00000151718
ENSG00000251128	4	183240633	183240634	ENSG00000251128
ENSG00000177300	4	183320773	183320774	ENSG00000177300
ENSG00000185758	4	183322425	183322426	ENSG00000185758
ENSG00000250292	4	183380344	183380345	ENSG00000250292
ENSG00000248376	4	183419804	183419805	ENSG00000248376
ENSG00000168564	4	183444634	183444635	ENSG00000168564
ENSG00000213434	4	183483489	183483490	ENSG00000213434
ENSG00000232648	4	183504493	183504494	ENSG00000232648
ENSG00000168556	4	183505057	183505058	ENSG00000168556
ENSG00000272744	4	183516893	183516894	ENSG00000272744
ENSG00000252157	4	183653675	183653676	ENSG00000252157
ENSG00000182552	4	183659202	183659203	ENSG00000182552
ENSG00000168538	4	183659266	183659267	ENSG00000168538
ENSG00000201433	4	183675714	183675715	ENSG00000201433
ENSG00000251739	4	183705930	183705931	ENSG00000251739
ENSG00000283383	4	183765720	183765721	ENSG00000283383
ENSG00000173320	4	183797691	183797692	ENSG00000173320
ENSG00000248206	4	183987677	183987678	ENSG00000248206
ENSG00000283355	4	184014034	184014035	ENSG00000283355
ENSG00000250726	4	184072402	184072403	ENSG00000250726
ENSG00000164303	4	184221229	184221230	ENSG00000164303
ENSG00000240159	4	184254508	184254509	ENSG00000240159
ENSG00000244512	4	184278935	184278936	ENSG00000244512
ENSG00000227765	4	184299639	184299640	ENSG00000227765
ENSG00000180712	4	184353976	184353977	ENSG00000180712
ENSG00000249096	4	184382305	184382306	ENSG00000249096
ENSG00000251878	4	184431965	184431966	ENSG00000251878
ENSG00000270426	4	184472608	184472609	ENSG00000270426
ENSG00000168310	4	184474549	184474550	ENSG00000168310
ENSG00000271646	4	184474801	184474802	ENSG00000271646
ENSG00000271538	4	184537553	184537554	ENSG00000271538
ENSG00000249056	4	184559782	184559783	ENSG00000249056
ENSG00000254233	4	184625029	184625030	ENSG00000254233
ENSG00000164305	4	184649508	184649509	ENSG00000164305
ENSG00000164306	4	184649666	184649667	ENSG00000164306
ENSG00000151725	4	184734129	184734130	ENSG00000151725
ENSG00000249138	4	184799045	184799046	ENSG00000249138
ENSG00000251139	4	184813618	184813619	ENSG00000251139
ENSG00000286256	4	184826606	184826607	ENSG00000286256
ENSG00000151726	4	184826817	184826818	ENSG00000151726
ENSG00000266698	4	184851109	184851110	ENSG00000266698
ENSG00000251230	4	184855750	184855751	ENSG00000251230
ENSG00000249173	4	184899453	184899454	ENSG00000249173
ENSG00000251147	4	184911351	184911352	ENSG00000251147
ENSG00000263458	4	184938439	184938440	ENSG00000263458
ENSG00000279460	4	184988126	184988127	ENSG00000279460
ENSG00000248517	4	184988996	184988997	ENSG00000248517
ENSG00000187821	4	185018840	185018841	ENSG00000187821
ENSG00000250754	4	185051895	185051896	ENSG00000250754
ENSG00000249520	4	185064980	185064981	ENSG00000249520
ENSG00000151729	4	185143265	185143266	ENSG00000151729
ENSG00000109762	4	185204236	185204237	ENSG00000109762
ENSG00000164323	4	185209503	185209504	ENSG00000164323
ENSG00000250410	4	185370724	185370725	ENSG00000250410
ENSG00000109771	4	185395898	185395899	ENSG00000109771
ENSG00000186352	4	185396020	185396021	ENSG00000186352
ENSG00000207231	4	185416085	185416086	ENSG00000207231
ENSG00000109775	4	185425978	185425979	ENSG00000109775
ENSG00000205129	4	185426248	185426249	ENSG00000205129
ENSG00000249679	4	185471515	185471516	ENSG00000249679
ENSG00000168491	4	185471751	185471752	ENSG00000168491
ENSG00000154553	4	185535611	185535612	ENSG00000154553
ENSG00000233110	4	185587908	185587909	ENSG00000233110
ENSG00000235902	4	185665884	185665885	ENSG00000235902
ENSG00000207497	4	185709966	185709967	ENSG00000207497
ENSG00000285745	4	185757047	185757048	ENSG00000285745
ENSG00000235149	4	185918139	185918140	ENSG00000235149
ENSG00000154556	4	185956651	185956652	ENSG00000154556
ENSG00000222727	4	186026585	186026586	ENSG00000222727
ENSG00000164342	4	186069151	186069152	ENSG00000164342
ENSG00000109794	4	186104418	186104419	ENSG00000109794
ENSG00000253013	4	186130020	186130021	ENSG00000253013
ENSG00000250327	4	186157895	186157896	ENSG00000250327
ENSG00000251008	4	186171256	186171257	ENSG00000251008
ENSG00000279943	4	186191489	186191490	ENSG00000279943
ENSG00000145476	4	186191566	186191567	ENSG00000145476
ENSG00000164344	4	186208978	186208979	ENSG00000164344
ENSG00000088926	4	186265944	186265945	ENSG00000088926
ENSG00000213332	4	186329600	186329601	ENSG00000213332
ENSG00000251165	4	186500996	186500997	ENSG00000251165
ENSG00000212387	4	186501108	186501109	ENSG00000212387
ENSG00000272297	4	186555327	186555328	ENSG00000272297
ENSG00000168412	4	186555566	186555567	ENSG00000168412
ENSG00000083857	4	186726721	186726722	ENSG00000083857
ENSG00000250829	4	186890968	186890969	ENSG00000250829
ENSG00000272218	4	186892551	186892552	ENSG00000272218
ENSG00000249539	4	186900539	186900540	ENSG00000249539
ENSG00000250971	4	187005943	187005944	ENSG00000250971
ENSG00000249742	4	187021972	187021973	ENSG00000249742
ENSG00000249747	4	187201985	187201986	ENSG00000249747
ENSG00000250658	4	187309681	187309682	ENSG00000250658
ENSG00000250042	4	187370647	187370648	ENSG00000250042
ENSG00000250620	4	187413563	187413564	ENSG00000250620
ENSG00000251643	4	187444297	187444298	ENSG00000251643
ENSG00000251490	4	187517207	187517208	ENSG00000251490
ENSG00000249642	4	187613764	187613765	ENSG00000249642
ENSG00000250590	4	187672640	187672641	ENSG00000250590
ENSG00000249162	4	187748198	187748199	ENSG00000249162
ENSG00000213331	4	187970272	187970273	ENSG00000213331
ENSG00000179059	4	187995770	187995771	ENSG00000179059
ENSG00000241011	4	188106557	188106558	ENSG00000241011
ENSG00000179046	4	188109602	188109603	ENSG00000179046
ENSG00000201085	4	188121633	188121634	ENSG00000201085
ENSG00000184108	4	188139418	188139419	ENSG00000184108
ENSG00000247130	4	188143378	188143379	ENSG00000247130
ENSG00000248370	4	188160064	188160065	ENSG00000248370
ENSG00000242169	4	188350023	188350024	ENSG00000242169
ENSG00000248880	4	188389665	188389666	ENSG00000248880
ENSG00000249378	4	188400735	188400736	ENSG00000249378
ENSG00000250523	4	188630923	188630924	ENSG00000250523
ENSG00000275826	4	188713643	188713644	ENSG00000275826
ENSG00000252275	4	188716724	188716725	ENSG00000252275
ENSG00000180015	4	188738372	188738373	ENSG00000180015
ENSG00000278974	4	188741280	188741281	ENSG00000278974
ENSG00000249269	4	188757678	188757679	ENSG00000249269
ENSG00000251619	4	188776656	188776657	ENSG00000251619
ENSG00000250626	4	188796632	188796633	ENSG00000250626
ENSG00000250024	4	189002074	189002075	ENSG00000250024
ENSG00000251310	4	189193099	189193100	ENSG00000251310
ENSG00000249877	4	189291335	189291336	ENSG00000249877
